MONDO:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	0.614				
MONDO:0007084	alopecia, familial focal	0.433				
MONDO:0007085	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	0.716	0.489	0.683	63	0.656
MONDO:0007086	autosomal dominant Alport syndrome	0.723	0.393	0.544	41	0.477
MONDO:0007087	alternating hemiplegia of childhood 1	0.667				
MONDO:0007088	Alzheimer disease type 1	0.511	0.369	0.723	49	0.606
MONDO:0007089	Alzheimer's disease 2	0.511	0.369	0.723	49	0.606
MONDO:0007090	amastia, bilateral, with ureteral Triplication and dysmorphism	0.782	0.386	0.494	43	0.462
MONDO:0007091	amelia and terminal transverse hemimelia	0.434				
MONDO:0007092	amelogenesis imperfecta type 1B	0.427				
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	0.456				
MONDO:0007094	amelogenesis imperfecta type 1A	0.548				
MONDO:0007095	Ameloonychohypohidrotic syndrome	0.764	0.419	0.549	57	0.560
MONDO:0007096	amenorrhea-galactorrhea syndrome	0.564				
MONDO:0007097	Finnish type amyloidosis	0.750	0.403	0.538	46	0.499
MONDO:0007098	ACys amyloidosis	0.625	0.356	0.569	43	0.500
MONDO:0007099	familial visceral amyloidosis	0.666	0.302	0.453	28	0.367
MONDO:0007100	familial amyloid neuropathy	0.766	0.339	0.443	33	0.386
MONDO:0007101	familial primary localized cutaneous amyloidosis	0.542	0.375	0.692	54	0.616
MONDO:0007102	amyotrophic dystonic paraplegia	0.538				
MONDO:0007103	amyotrophic lateral sclerosis type 1	0.634				
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	0.527	0.369	0.700	52	0.610
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	0.699	0.456	0.652	61	0.631
MONDO:0007106	anal sphincter dysplasia	0.515				
MONDO:0007107	anal sphincter myopathy, internal	0.365	0.349	0.956	91	0.933
MONDO:0007108	anal canal carcinoma	0.457				
MONDO:0007109	congenital dyserythropoietic anemia type III	0.769	0.244	0.316	18	0.248
MONDO:0007110	Diamond-Blackfan anemia 1	0.832	0.470	0.564	39	0.477
MONDO:0007111	ANIB1	0.435				
MONDO:0007112	interventricular septum aneurysm	0.365	0.351	0.962	86	0.911
MONDO:0007113	Angelman syndrome	0.771	0.529	0.686	56	0.623
MONDO:0007114	Angel-shaped phalango-epiphyseal dysplasia	0.692	0.400	0.577	52	0.549
MONDO:0007115	angioma serpiginosum, autosomal dominant	0.347				
MONDO:0007116	hereditary neurocutaneous malformation	0.559	0.236	0.422	31	0.366
MONDO:0007117	angioedema, hereditary, type 1/2	0.697	0.286	0.410	28	0.345
MONDO:0007118	isolated anhidrosis with normal sweat glands	0.516				
MONDO:0007119	isolated aniridia	0.703				
MONDO:0007120	aniridia-absent patella syndrome	0.562	0.352	0.626	51	0.568
MONDO:0007121	aniridia, microcornea, and Spontaneously Reabsorbed cataract	0.446				
MONDO:0007122	Anisocoria (disease)	0.433				
MONDO:0007123	ankyloblepharon filiforme adnatum-cleft palate syndrome	0.573				
MONDO:0007124	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	0.831	0.444	0.534	43	0.482
MONDO:0007125	ankyloglossia	0.413				
MONDO:0007126	spondyloarthropathy, susceptibility to, 1	0.717	0.306	0.427	28	0.354
MONDO:0007127	diffuse idiopathic skeletal hyperostosis	0.813	0.460	0.566	46	0.513
MONDO:0007128	annular erythema	0.360				
MONDO:0007129	tooth agenesis, selective, 1	0.386				
MONDO:0007130	congenital total pulmonary venous return anomaly	0.715	0.227	0.317	33	0.324
MONDO:0007131	anonychia with flexural pigmentation	0.780	0.376	0.482	32	0.401
MONDO:0007132	anonychia-ectrodactyly	0.512				
MONDO:0007133	anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	0.599				
MONDO:0007134	Cooks syndrome	0.743				
MONDO:0007135	nonsyndromic congenital nail disorder 6	0.544				
MONDO:0007136	genetic anorectal anomalies	0.424				
MONDO:0007137	isolated congenital anosmia	0.395				
MONDO:0007138	anterior segment mesenchymal dysgenesis	0.538				
MONDO:0007140	antiphospholipid syndrome	0.890	0.569	0.640	48	0.560
MONDO:0007142	Townes-Brocks syndrome	0.859	0.395	0.460	31	0.385
MONDO:0007143	aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	0.714	0.331	0.464	45	0.457
MONDO:0007144	aortic arch interruption, facial palsy, and retinal coloboma	0.669				
MONDO:0007145	aplasia cutis congenita (disease)	0.656				
MONDO:0008807	apnea, central sleep	0.625				
MONDO:0007147	obstructive sleep apnea (disease)	0.807	0.619	0.768	55	0.659
MONDO:0007148	appendicitis, Proneness to	0.290	0.290	1.000	100	1.000
MONDO:0007150	arcus senilis	0.755	0.344	0.455	36	0.408
MONDO:0007151	Arms, malformation of	0.452				
MONDO:0007152	arrhythmogenic right ventricular dysplasia 1	0.471				
MONDO:0007153	arteries, anomalies of	0.125	0.125	1.000	0	0.500
MONDO:0007154	arteriovenous malformations of the brain	0.829	0.593	0.716	65	0.683
MONDO:0007155	arteritis, familial granulomatous, with juvenile polyarthritis	0.773	0.381	0.492	42	0.456
MONDO:0007156	arthritis, Sacroiliac	0.476				
MONDO:0007157	arthrogryposis, distal, type 1A	0.696				
MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	0.798	0.483	0.606	53	0.568
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	0.643	0.322	0.501	40	0.450
MONDO:0007160	Stickler syndrome type 1	0.740	0.452	0.611	48	0.545
MONDO:0007162	asymmetric short stature syndrome	0.731	0.425	0.581	49	0.536
MONDO:0007163	episodic ataxia type 2	0.713	0.410	0.575	50	0.538
MONDO:0007164	spastic ataxia 1	0.717	0.411	0.573	52	0.546
MONDO:0007165	spastic ataxia 7	0.712	0.236	0.332	19	0.261
MONDO:0007166	ataxia with Fasciculations	0.349				
MONDO:0007167	atelosteogenesis type i	0.767	0.371	0.483	28	0.382
MONDO:0007168	atelosteogenesis type III	0.716				
MONDO:0007169	ATHS	0.408				
MONDO:0007170	atresia of external auditory canal and conductive deafness	0.613	0.371	0.605	47	0.538
MONDO:0007171	atrial standstill 1	0.621				
MONDO:0007172	atrial heart septal defect 1	0.344				
MONDO:0007173	atrial heart septal defect 7	0.616	0.395	0.641	56	0.601
MONDO:0007174	Lown-Ganong-Levine syndrome	0.684	0.423	0.618	65	0.634
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	0.548	0.356	0.649	53	0.589
MONDO:0007177	Auriculoosteodysplasia	0.687	0.400	0.581	57	0.576
MONDO:0007178	Aurocephalosyndactyly	0.551	0.269	0.489	30	0.394
MONDO:0007179	hypersensitivity reaction type II disease	0.373	0.286	0.767	70	0.734
MONDO:0007180	Axenfeld-Rieger anomaly with Partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	0.733	0.351	0.479	36	0.419
MONDO:0007181	axial osteomalacia	0.585				
MONDO:0007182	Machado-Joseph disease	0.821	0.395	0.480	39	0.435
MONDO:0007183	Azotemia, familial	0.256				
MONDO:0007184	AGA1	0.339				
MONDO:0007185	Banki syndrome	0.495				
MONDO:0007186	gastroesophageal reflux disease	0.831	0.524	0.630	54	0.585
MONDO:0007187	nevoid basal cell carcinoma syndrome	0.848	0.417	0.491	39	0.441
MONDO:0007188	primary basilar invagination	0.729	0.284	0.389	24	0.315
MONDO:0007190	leukemia, chronic lymphocytic, susceptibility to, 2	0.412				
MONDO:0007191	Behcet's syndrome	0.886	0.546	0.616	48	0.548
MONDO:0007193	primary biliary cholangitis 1	0.390				
MONDO:0007194	familial bicuspid aortic valve	0.666	0.302	0.454	36	0.407
MONDO:0007195	bifid nose, autosomal dominant	0.496	0.285	0.575	52	0.547
MONDO:0001187	urinary bladder cancer	0.844	0.697	0.826	72	0.773
MONDO:0007197	bladder diverticulum (disease)	0.696				
MONDO:0007198	Ascher syndrome	0.746	0.422	0.565	53	0.548
MONDO:0007199	blepharochalasis, superior	0.475				
MONDO:0007200	Blepharonasofacial malformation syndrome	0.757	0.317	0.419	33	0.374
MONDO:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	0.735	0.437	0.595	57	0.582
MONDO:0007202	blepharoptosis-myopia-ectopia lentis syndrome	0.740	0.378	0.512	46	0.486
MONDO:0007203	blue rubber bleb nevus	0.747	0.302	0.405	38	0.392
MONDO:0007204	Cole-Carpenter syndrome 1	0.716	0.244	0.340	19	0.265
MONDO:0007205	diaphyseal medullary stenosis-bone malignancy syndrome	0.805	0.427	0.531	41	0.470
MONDO:0007206	bone pain, periodic	0.372				
MONDO:0007207	BC6C6k syndrome	0.616	0.357	0.579	50	0.540
MONDO:0007208	Boomerang dysplasia	0.785	0.395	0.503	34	0.422
MONDO:0007209	Weismann-Netter syndrome	0.716				
MONDO:0007210	Brachmann-de Lange-like facial changes with microcephaly, Metatarsus Adductus, and developmental delay	0.571				
MONDO:0007211	brachydactyly-arterial hypertension syndrome	0.480	0.300	0.625	50	0.562
MONDO:0007212	brachydactyly-long thumb syndrome	0.362	0.306	0.847	64	0.744
MONDO:0007213	Ballard syndrome	0.679				
MONDO:0007214	brachydactyly-preaxial hallux varus syndrome	0.699				
MONDO:0007215	brachydactyly type A1	0.699	0.244	0.349	19	0.269
MONDO:0007216	brachydactyly type A2	0.697	0.244	0.349	16	0.255
MONDO:0007217	brachydactyly type A3	0.568				
MONDO:0007218	brachydactyly type A4	0.662	0.244	0.368	26	0.314
MONDO:0007219	brachydactyly type A6	0.697	0.244	0.349	23	0.290
MONDO:0007220	brachydactyly type B1	0.727				
MONDO:0007221	brachydactyly type C	0.708	0.244	0.344	16	0.252
MONDO:0007222	brachydactyly type D	0.553				
MONDO:0007223	brachydactyly type E1	0.679				
MONDO:0007224	brachydactyly, type E, with atrial septal defect, Type 2	0.562	0.244	0.433	25	0.342
MONDO:0007225	fibular aplasia-ectrodactyly syndrome	0.573	0.371	0.647	47	0.558
MONDO:0007226	brachydactyly-nystagmus-cerebellar ataxia syndrome	0.498				
MONDO:0007227	Sillence syndrome	0.754	0.358	0.474	28	0.377
MONDO:0007228	brachymesomelia-renal syndrome	0.717				
MONDO:0007229	Brachymetatarsus 4	0.485				
MONDO:0007230	Brachymorphism-onychodysplasia-dysphalangism syndrome	0.772	0.240	0.312	25	0.281
MONDO:0007231	brachytelephalangy-dysmorphism-Kallmann syndrome	0.737				
MONDO:0007232	autosomal dominant brachyolmia	0.704	0.401	0.570	41	0.490
MONDO:0007233	second branchial cleft anomaly	0.282	0.282	1.000	100	1.000
MONDO:0007234	branchial myoclonus with spastic paraparesis and cerebellar ataxia	0.602				
MONDO:0007235	branchiooculofacial syndrome	0.914	0.452	0.494	37	0.432
MONDO:0007236	branchiootorenal syndrome 1	0.799	0.421	0.527	46	0.493
MONDO:0007237	familial juvenile hypertrophy of the breast	0.235				
MONDO:0007238	BNAH1	0.515				
MONDO:0007239	epidermolytic hyperkeratosis	0.758				
MONDO:0007240	bundle branch block	0.672				
MONDO:0007241	bundle branch block, familial isolated complete right	0.411				
MONDO:0007243	Burkitts lymphoma	0.895	0.622	0.695	52	0.607
MONDO:0007244	Caffey disease	0.774	0.256	0.331	23	0.281
MONDO:0007245	neurofibromatosis type 6	0.427	0.404	0.945	89	0.917
MONDO:0007246	calcific aortic disease with immunologic abnormalities, familial	0.502				
MONDO:0007247	basal ganglia calcification, idiopathic, childhood-onset	0.743	0.257	0.346	22	0.283
MONDO:0007248	hereditary painful callosities	0.496				
MONDO:0007249	Camptobrachydactyly	0.714				
MONDO:0007250	camptodactyly of fingers	0.531				
MONDO:0007251	campomelic dysplasia	0.827	0.416	0.503	36	0.432
MONDO:0007252	Gordon syndrome	0.739	0.402	0.544	51	0.527
MONDO:0007253	cancer, familial, with 1N Vitro Radioresistance	0.217	0.217	1.000	100	1.000
MONDO:0016419	hereditary breast carcinoma	0.374	0.374	1.000	100	1.000
MONDO:0005008	colorectal adenocarcinoma	0.555	0.406	0.731	74	0.735
MONDO:0007256	hepatocellular carcinoma	0.893	0.742	0.831	62	0.725
MONDO:0007257	CANDF1	0.565	0.163	0.288	18	0.234
MONDO:0007258	canine teeth, absence of upper permanent	0.279				
MONDO:0007259	craniofaciofrontodigital syndrome	0.816	0.492	0.603	52	0.561
MONDO:0007260	Car factor deficiency	0.268				
MONDO:0007261	Carabelli anomaly of maxillary molar teeth	0.279				
MONDO:0006689	carcinoid syndrome	0.451				
MONDO:0007263	cardiac rhythm disease	0.519	0.100	0.192	0	0.096
MONDO:0007264	sudden cardiac arrest	0.442	0.306	0.694	50	0.597
MONDO:0007265	cardiofaciocutaneous syndrome 1	0.850	0.567	0.667	52	0.594
MONDO:0007266	hypertrophic cardiomyopathy 2	0.376				
MONDO:0007267	hypertrophic cardiomyopathy 3	0.376				
MONDO:0007268	hypertrophic cardiomyopathy 4	0.376				
MONDO:0007269	dilated cardiomyopathy 1A	0.527	0.382	0.726	72	0.723
MONDO:0007270	cardiomyopathy, familial restrictive, 1	0.447				
MONDO:0007271	familial cutaneous collagenoma	0.759	0.425	0.560	48	0.520
MONDO:0007272	hereditary hypercarotenemia and vitamin a deficiency	0.467				
MONDO:0007273	paragangliomas 4	0.746	0.357	0.479	36	0.419
MONDO:0007274	carpal displacement	0.123	0.123	1.000	0	0.500
MONDO:0007275	carpal tunnel syndrome	0.852	0.523	0.614	46	0.537
MONDO:0007276	cat-eye syndrome	0.769	0.389	0.505	55	0.528
MONDO:0007277	cataract-aberrant oral frenula-growth delay syndrome	0.743	0.338	0.455	44	0.447
MONDO:0007278	cataract 32 multiple types	0.430				
MONDO:0007279	cataract 7	0.402				
MONDO:0007280	cataract 8 multiple types	0.452				
MONDO:0007281	cataract 4 multiple types	0.385				
MONDO:0007282	cataract 29	0.312				
MONDO:0007283	cataract 42	0.420	0.356	0.848	74	0.794
MONDO:0007284	cataract 20 multiple types	0.485				
MONDO:0007285	cataract 1 multiple types	0.541				
MONDO:0007286	cataract 30	0.561				
MONDO:0007287	cataract 41	0.430				
MONDO:0007288	cataract 6 multiple types	0.561	0.356	0.635	50	0.567
MONDO:0007289	cataract 13 with adult i phenotype	0.385				
MONDO:0007290	cataract 5 multiple types	0.535				
MONDO:0007291	familial cerebral cavernous malformation	0.788	0.221	0.281	19	0.235
MONDO:0007292	celiac artery stenosis from compression by median arcuate ligament of diaphragm	0.487				
MONDO:0007293	leukocyte adhesion deficiency 1	0.565	0.417	0.737	65	0.694
MONDO:0007294	central core myopathy	0.714	0.304	0.426	25	0.338
MONDO:0007295	rolandic epilepsy	0.510				
MONDO:0007296	spinocerebellar ataxia type 31	0.586	0.332	0.566	44	0.503
MONDO:0007297	ADan amyloidosis	0.630	0.397	0.630	56	0.595
MONDO:0007298	spinocerebellar ataxia type 29	0.692	0.173	0.250	22	0.235
MONDO:0007299	Sotos syndrome 1	0.768	0.448	0.583	47	0.527
MONDO:0007300	cerebral sarcoma	0.375				
MONDO:0007301	Cerebrocostomandibular syndrome	0.835	0.384	0.460	33	0.395
MONDO:0007302	cervical hypertrichosis with Underlying kyphoscoliosis	0.619				
MONDO:0007303	cervical rib	0.433	0.100	0.231	0	0.115
MONDO:0007304	cervical vertebral Bridge	0.226				
MONDO:0007305	cervical vertebral dysplasia (disease)	0.570				
MONDO:0007306	Klippel-Feil syndrome 1, autosomal dominant	0.760	0.434	0.571	46	0.515
MONDO:0007307	Charcot-Marie-tooth disease type 1B	0.726				
MONDO:0007308	Charcot-Marie-tooth disease type 2A1	0.681				
MONDO:0007309	Charcot-Marie-tooth disease type 1A	0.703	0.269	0.383	21	0.296
MONDO:0007310	Charcot-Marie-tooth disease, Guadalajara neuronal type	0.772	0.336	0.435	29	0.362
MONDO:0007311	Charcot-Marie-tooth disease type 1E	0.669	0.332	0.496	32	0.408
MONDO:0007312	Charcot-Marie-tooth disease with ptosis and parkinsonism	0.761	0.430	0.566	38	0.473
MONDO:0007313	cheilitis glandularis	0.504				
MONDO:0007314	chemodectoma, Intraabdominal, with cutaneous angiolipomas	0.602				
MONDO:0007315	cherubism	0.837	0.460	0.550	40	0.475
MONDO:0007316	Arnold-Chiari malformation type i	0.796	0.498	0.626	48	0.553
MONDO:0007317	Chlorpropamide-alcohol flushing	0.473				
MONDO:0016862	Alagille syndrome due to a JAG1 point mutation	0.827	0.417	0.504	36	0.432
MONDO:0007319	familial calcium pyrophosphate deposition	0.707	0.236	0.334	20	0.267
MONDO:0007320	chondrocalcinosis due to Apatite crystal deposition	0.651				
MONDO:0007321	autosomal dominant chondrodysplasia punctata	0.763				
MONDO:0007322	chondrodysplasia punctata, tibial-metacarpal type	0.693				
MONDO:0021011	Hereditary Progressive Chorea Without Dementia	0.431	0.328	0.762	55	0.656
MONDO:0007325	choreoathetosis, familial inverted	0.568	0.236	0.415	23	0.323
MONDO:0007326	paroxysmal nonkinesigenic dyskinesia 1	0.613				
MONDO:0007327	chylomicronemia, familial, due to Circulating inhibitor of lipoprotein lipase	0.484				
MONDO:0007328	choroidal Osteoma, bilateral	0.399	0.244	0.611	45	0.531
MONDO:0021025	cirrhosis, familial, with antigenemia	0.517				
MONDO:0007330	congenital pseudoarthrosis of clavicle	0.603	0.244	0.404	24	0.322
MONDO:0007331	cleft chin	0.489				
MONDO:0007332	SHFLD1	0.704				
MONDO:0007333	van der Woude syndrome 1	0.550				
MONDO:0007334	autosomal dominant popliteal pterygium syndrome	0.783				
MONDO:0007335	OFC1	0.368				
MONDO:0007336	isolated cleft palate	0.573	0.236	0.412	24	0.326
MONDO:0007337	cleft palate-lateral synechia syndrome	0.592				
MONDO:0007338	cleft soft palate	0.421				
MONDO:0007339	Blepharo-cheilo-odontic syndrome	0.710	0.420	0.592	51	0.551
MONDO:0007340	cleidocranial dysplasia	0.814	0.433	0.532	42	0.476
MONDO:0007341	cleidorhizomelic syndrome	0.560				
MONDO:0007342	clubfoot	0.828	0.510	0.616	43	0.523
MONDO:0007343	isolated congenital digital clubbing	0.385				
MONDO:0007344	cluster headache, familial	0.624	0.393	0.629	46	0.545
MONDO:0007345	aorta coarctation	0.782	0.409	0.522	43	0.476
MONDO:0007346	cochleosaccular degeneration-cataract syndrome	0.563	0.246	0.437	44	0.439
MONDO:0007347	CXB3S	0.365				
MONDO:0007349	familial cold autoinflammatory syndrome 1	0.569				
MONDO:0007350	coloboma, ocular, autosomal dominant	0.487				
MONDO:0007351	coloboma of macula	0.494				
MONDO:0007352	renal coloboma syndrome	0.783	0.472	0.603	50	0.552
MONDO:0007353	coloboma of macula-brachydactyly type B syndrome	0.779	0.244	0.313	18	0.246
MONDO:0007354	coloboma of optic nerve (disease)	0.469				
MONDO:0007355	uveal coloboma-cleft lip and palate-intellectual disability	0.717	0.369	0.515	52	0.518
MONDO:0007356	Lynch syndrome 1	0.378	0.378	1.000	100	1.000
MONDO:0007357	colonic varices without portal hypertension	0.514				
MONDO:0007358	Comedones, familial Dyskeratotic	0.162				
MONDO:0007359	commissural 51P pits	0.493				
MONDO:0007360	branchiootic syndrome 2	0.526	0.269	0.511	34	0.426
MONDO:0007361	C1 inhibitor deficiency	0.466				
MONDO:0007362	cone-rod dystrophy 2	0.607				
MONDO:0007363	congenital contractural arachnodactyly	0.813	0.403	0.495	35	0.423
MONDO:0007364	arthrogryposis, distal, type 2E	0.739				
MONDO:0007365	seizures, benign familial neonatal, 1	0.528				
MONDO:0007366	seizures, benign familial neonatal, 2	0.455				
MONDO:0007367	FEB1	0.484				
MONDO:0007368	familial benign copper deficiency	0.766	0.250	0.326	24	0.283
MONDO:0007369	hereditary coproporphyria	0.776	0.442	0.570	47	0.520
MONDO:0007370	Coracoclavicular joint, anomalous	0.218				
MONDO:0007371	cornea guttata with anterior polar cataracts	0.445				
MONDO:0007372	CNA1	0.458				
MONDO:0007373	corneal degeneration, Ribbonlike, with deafness	0.548	0.269	0.491	28	0.386
MONDO:0007374	Schnyder corneal dystrophy	0.508				
MONDO:0007375	epithelial basement membrane dystrophy	0.548				
MONDO:0007376	fleck corneal dystrophy	0.538				
MONDO:0007377	granular corneal dystrophy type i	0.604				
MONDO:0007378	posterior polymorphous corneal dystrophy 1	0.706				
MONDO:0007379	Meesmann corneal dystrophy	0.584				
MONDO:0007380	lattice corneal dystrophy type i	0.496				
MONDO:0007381	epithelial recurrent erosion dystrophy	0.497				
MONDO:0007382	Ramos-Arroyo syndrome	0.779	0.315	0.404	36	0.382
MONDO:0007383	Stern-Lubinsky-Durrie syndrome	0.810	0.482	0.596	54	0.568
MONDO:0007384	congenital trigeminal anesthesia	0.494	0.123	0.249	0	0.125
MONDO:0007385	idiopathic spontaneous coronary artery dissection	0.462				
MONDO:0007386	HCVS	0.489				
MONDO:0007387	Cornelia de Lange syndrome 1	0.875	0.441	0.503	39	0.447
MONDO:0007388	congenitally short costocoracoid ligament	0.458				
MONDO:0007389	spondylocostal dysostosis 5	0.690	0.371	0.538	49	0.514
MONDO:0007390	Coumarin resistance	0.136	0.155	1.137	116	1.149
MONDO:0007391	coxa vara (disease)	0.630				
MONDO:0007392	Coxoauricular syndrome	0.532	0.280	0.526	46	0.493
MONDO:0007393	Cranioacrofacial syndrome	0.535				
MONDO:0021021	craniodiaphyseal dysplasia, autosomal dominant	0.754	0.280	0.371	25	0.310
MONDO:0007395	craniofacial-deafness-hand syndrome	0.710	0.332	0.467	34	0.404
MONDO:0007396	dysostosis, Stanescu type	0.775	0.428	0.553	49	0.521
MONDO:0007397	craniometaphyseal dysplasia, autosomal dominant	0.733	0.421	0.574	45	0.512
MONDO:0007398	Craniorhiny	0.533				
MONDO:0007399	craniosynostosis 1	0.529				
MONDO:0007400	Jackson-Weiss syndrome	0.715	0.352	0.492	32	0.406
MONDO:0007401	craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	0.721				
MONDO:0007402	creatine phosphokinase, elevated serum	0.460				
MONDO:0007403	inherited Creutzfeldt-Jakob disease	0.781	0.500	0.640	46	0.550
MONDO:0007404	Cri-du-chat syndrome	0.831	0.631	0.760	59	0.675
MONDO:0007405	Crouzon syndrome	0.794	0.479	0.603	53	0.567
MONDO:0007406	Cryofibrinogenemia, familial primary	0.582				
MONDO:0007407	Cryoglobulinemic vasculitis	0.803	0.346	0.431	37	0.401
MONDO:0007408	Cryptotia, familial	0.503				
MONDO:0007409	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome	0.703				
MONDO:0007410	isolated cryptophthalmia	0.520				
MONDO:0007411	cutis laxa, autosomal dominant 1	0.522				
MONDO:0007412	Beare-Stevenson cutis gyrata syndrome	0.831	0.368	0.442	33	0.386
MONDO:0007414	Gorham-Stout disease	0.462				
MONDO:0007415	mitochondrial complex III deficiency nuclear type 1	0.805	0.479	0.595	46	0.527
MONDO:0007416	Balkan nephropathy	0.597	0.381	0.638	77	0.704
MONDO:0007417	Darier's disease	0.835	0.519	0.621	52	0.571
MONDO:0007418	Darwinian tubercle of pinna	0.200	0.200	1.000	100	1.000
MONDO:0007418	Darwinian tubercle of pinna	0.200	0.200	1.000	100	1.000
MONDO:0007420	autosomal dominant deafness-onychodystrophy syndrome	0.657	0.332	0.505	29	0.397
MONDO:0007421	deafness-ear malformation-facial palsy syndrome	0.673	0.371	0.551	45	0.501
MONDO:0007422	keratoderma hereditarium mutilans	0.739	0.308	0.417	29	0.353
MONDO:0007423	deafness, Mid-tone neural	0.412	0.332	0.805	71	0.757
MONDO:0007424	autosomal dominant nonsyndromic deafness 1	0.528	0.332	0.629	48	0.554
MONDO:0007425	deafness, sensorineural, with peripheral neuropathy and arterial disease	0.703				
MONDO:0007426	deafness, unilateral	0.444				
MONDO:0007427	deafness with anhidrotic ectodermal dysplasia	0.476				
MONDO:0007428	deafness-craniofacial syndrome	0.756	0.323	0.428	28	0.354
MONDO:0007429	optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	0.749	0.352	0.469	39	0.430
MONDO:0007430	dens Evaginatus	0.454				
MONDO:0007431	dens 1N dente and palatal invaginations	0.468				
