MONDO:0007058	acropectorovertebral dysplasia	0.737	0.679	0.922	85	0.886	22	15
MONDO:0007059	acrorenal syndrome	0.566	0.489	0.865	90	0.882	11	8
MONDO:0007060	spermatogenic failure 6	0.406	0.274	0.675	59	0.632	2	1
MONDO:0007062	congenital absence/hypoplasia of fingers excluding thumb, unilateral	0.601	0.601	1	100	1	6	6
MONDO:0007063	long bone adamantinoma	0.442	0.442	1	100	1	4	4
MONDO:0007064	adenosine deaminase deficiency	0.808	0.701	0.867	71	0.789	28	14
MONDO:0007065	adenosine deaminase, elevated, hemolytic anemia due to	0.548	0.374	0.682	46	0.571	5	1
MONDO:0007066	adenosine Triphosphatase deficiency, anemia due to	0.427					1	0
MONDO:0007067	pyruvate kinase hyperactivity	0.505					2	0
MONDO:0007068	Adenylosuccinate lyase deficiency	0.732	0.705	0.964	92	0.942	40	27
MONDO:0007069	Adie syndrome	0.722	0.673	0.932	83	0.881	21	14
MONDO:0007070	adiposis dolorosa	0.835	0.748	0.897	86	0.878	37	28
MONDO:0007071	adrenocortical hypofunction, chronic primary congenital	0.483	0.358	0.742	55	0.646	3	1
MONDO:0007072	adult syndrome	0.748	0.722	0.965	97	0.967	40	31
MONDO:0007073	Hypoglossia-hypodactyly syndrome	0.72	0.71	0.986	91	0.948	29	19
MONDO:0007074	ainhum (disease)	0.526					2	0
MONDO:0007075	alacrima, congenital, autosomal dominant	0.644	0.544	0.845	83	0.837	5	3
MONDO:0018138	ocular albinism with congenital sensorineural deafness	0.735	0.574	0.781	83	0.805	14	7
MONDO:0007077	Tietz syndrome	0.624	0.538	0.862	91	0.886	7	4
MONDO:0007078	Albright's hereditary osteodystrophy	0.874	0.781	0.893	90	0.896	71	40
MONDO:0007079	alcohol dependence	0.489					1	0
MONDO:0007080	glucocorticoid-remediable aldosteronism	0.806	0.717	0.89	75	0.82	19	13
MONDO:0015243	allergic bronchopulmonary aspergillosis	0.743	0.681	0.916	79	0.853	43	22
MONDO:0007082	alopecia areata 1	0.596	0.442	0.742	70	0.721	6	2
MONDO:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	0.614	0.459	0.748	78	0.764	8	3
MONDO:0007084	alopecia, familial focal	0.433					1	0
MONDO:0007085	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	0.716	0.617	0.862	78	0.821	14	10
MONDO:0007086	autosomal dominant Alport syndrome	0.723	0.527	0.73	69	0.71	15	7
MONDO:0007087	alternating hemiplegia of childhood 1	0.667	0.389	0.584	47	0.527	8	3
MONDO:0007088	Alzheimer disease type 1	0.511	0.404	0.79	64	0.715	5	2
MONDO:0007089	Alzheimer's disease 2	0.511	0.404	0.79	64	0.715	5	2
MONDO:0007090	amastia, bilateral, with ureteral Triplication and dysmorphism	0.782	0.682	0.872	80	0.836	21	14
MONDO:0007091	amelia and terminal transverse hemimelia	0.434					1	0
MONDO:0007092	amelogenesis imperfecta type 1B	0.427					1	0
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	0.456					2	0
MONDO:0007094	amelogenesis imperfecta type 1A	0.548	0.485	0.884	93	0.907	3	1
MONDO:0007095	Ameloonychohypohidrotic syndrome	0.764	0.736	0.963	98	0.972	17	15
MONDO:0007096	amenorrhea-galactorrhea syndrome	0.564	0.482	0.855	86	0.857	5	3
MONDO:0007097	Finnish type amyloidosis	0.75	0.442	0.589	51	0.55	10	4
MONDO:0007098	ACys amyloidosis	0.625	0.422	0.674	56	0.617	7	3
MONDO:0007099	familial visceral amyloidosis	0.666	0.513	0.77	71	0.74	11	8
MONDO:0007100	familial amyloid neuropathy	0.766	0.666	0.87	70	0.785	29	16
MONDO:0007101	familial primary localized cutaneous amyloidosis	0.542	0.392	0.723	61	0.667	5	2
MONDO:0007102	amyotrophic dystonic paraplegia	0.538	0.45	0.837	90	0.869	7	4
MONDO:0007103	amyotrophic lateral sclerosis type 1	0.634	0.409	0.646	62	0.633	11	5
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	0.527	0.382	0.724	65	0.687	7	3
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	0.699	0.572	0.818	79	0.804	20	9
MONDO:0007106	anal sphincter dysplasia	0.515	0.515	1	100	1	2	2
MONDO:0007107	anal sphincter myopathy, internal	0.365	0.365	1	100	1	2	2
MONDO:0007108	anal canal carcinoma	0.457					1	0
MONDO:0007109	congenital dyserythropoietic anemia type III	0.769	0.721	0.937	85	0.894	22	11
MONDO:0007110	Diamond-Blackfan anemia 1	0.832	0.749	0.9	79	0.845	44	30
MONDO:0007111	ANIB1	0.435	0.435	1	100	1	2	2
MONDO:0007112	interventricular septum aneurysm	0.365	0.351	0.962	86	0.911	2	1
MONDO:0007113	Angelman syndrome	0.771	0.737	0.956	91	0.933	73	50
MONDO:0007114	Angel-shaped phalango-epiphyseal dysplasia	0.692	0.668	0.965	93	0.948	14	10
MONDO:0007115	angioma serpiginosum, autosomal dominant	0.347					1	0
MONDO:0007116	hereditary neurocutaneous malformation	0.559	0.449	0.803	74	0.772	6	4
MONDO:0007117	angioedema, hereditary, type 1/2	0.697	0.536	0.768	85	0.809	11	5
MONDO:0007118	isolated anhidrosis with normal sweat glands	0.516	0.45	0.871	84	0.856	3	2
MONDO:0007119	isolated aniridia	0.703	0.458	0.651	74	0.695	12	3
MONDO:0007120	aniridia-absent patella syndrome	0.562	0.501	0.891	92	0.905	8	5
MONDO:0007121	aniridia, microcornea, and Spontaneously Reabsorbed cataract	0.446	0.427	0.958	96	0.959	2	1
MONDO:0007122	Anisocoria (disease)	0.433	0.433	1	100	1	1	1
MONDO:0007123	ankyloblepharon filiforme adnatum-cleft palate syndrome	0.573	0.477	0.833	85	0.841	6	3
MONDO:0007124	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	0.831	0.752	0.905	86	0.882	52	37
MONDO:0007125	ankyloglossia	0.413	0.413	1	100	1	1	1
MONDO:0007126	spondyloarthropathy, susceptibility to, 1	0.717	0.437	0.609	62	0.615	11	5
MONDO:0007127	diffuse idiopathic skeletal hyperostosis	0.813	0.699	0.86	73	0.795	45	22
MONDO:0007128	annular erythema	0.36					1	0
MONDO:0007129	tooth agenesis, selective, 1	0.386	0.386	1	100	1	1	1
MONDO:0007130	congenital total pulmonary venous return anomaly	0.715	0.668	0.935	88	0.907	25	13
MONDO:0007131	anonychia with flexural pigmentation	0.78	0.553	0.708	71	0.709	12	7
MONDO:0007132	anonychia-ectrodactyly	0.512	0.49	0.958	96	0.959	4	3
MONDO:0007133	anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	0.599	0.482	0.805	80	0.802	8	5
MONDO:0007134	Cooks syndrome	0.743	0.73	0.982	99	0.986	20	16
MONDO:0007135	nonsyndromic congenital nail disorder 6	0.544	0.525	0.966	100	0.983	5	4
MONDO:0007136	genetic anorectal anomalies	0.424					2	0
MONDO:0007137	isolated congenital anosmia	0.395	0.395	1	100	1	1	1
MONDO:0007138	anterior segment mesenchymal dysgenesis	0.538					5	0
MONDO:0007140	antiphospholipid syndrome	0.89	0.787	0.884	77	0.827	119	57
MONDO:0007142	Townes-Brocks syndrome	0.859	0.816	0.95	94	0.945	84	55
MONDO:0007143	aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	0.714	0.633	0.886	76	0.823	25	18
MONDO:0007144	aortic arch interruption, facial palsy, and retinal coloboma	0.669	0.371	0.554	35	0.452	6	1
MONDO:0007145	aplasia cutis congenita (disease)	0.656	0.489	0.746	67	0.708	8	3
MONDO:0008807	apnea, central sleep	0.625	0.372	0.596	39	0.493	6	1
MONDO:0007147	obstructive sleep apnea (disease)	0.807	0.783	0.97	92	0.945	79	48
MONDO:0007148	appendicitis, Proneness to	0.29	0.29	1	100	1	1	1
MONDO:0007150	arcus senilis	0.755	0.472	0.624	69	0.657	11	2
MONDO:0007151	Arms, malformation of	0.452	0.396	0.875	95	0.913	3	1
MONDO:0007152	arrhythmogenic right ventricular dysplasia 1	0.471	0.379	0.804	74	0.772	3	1
MONDO:0007153	arteries, anomalies of	0.125	0.125	1	0	0.5	1	1
MONDO:0007154	arteriovenous malformations of the brain	0.829	0.754	0.909	80	0.855	80	38
MONDO:0007155	arteritis, familial granulomatous, with juvenile polyarthritis	0.773	0.59	0.764	73	0.747	13	9
MONDO:0007156	arthritis, Sacroiliac	0.476					1	0
MONDO:0007157	arthrogryposis, distal, type 1A	0.696	0.662	0.952	93	0.941	20	10
MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	0.798	0.73	0.916	87	0.893	41	26
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	0.643	0.42	0.653	63	0.641	7	4
MONDO:0007160	Stickler syndrome type 1	0.74	0.724	0.978	93	0.954	36	25
MONDO:0007162	asymmetric short stature syndrome	0.731	0.517	0.707	66	0.684	10	6
MONDO:0007163	episodic ataxia type 2	0.713	0.516	0.724	66	0.692	16	7
MONDO:0007164	spastic ataxia 1	0.717	0.541	0.754	74	0.747	13	7
MONDO:0007165	spastic ataxia 7	0.712	0.362	0.509	46	0.484	11	3
MONDO:0007166	ataxia with Fasciculations	0.349	0.35	1.003	95	0.976	2	1
MONDO:0007167	atelosteogenesis type i	0.767	0.73	0.953	94	0.946	37	24
MONDO:0007168	atelosteogenesis type III	0.716	0.697	0.973	94	0.956	24	17
MONDO:0007169	ATHS	0.408	0.408	1	100	1	3	3
MONDO:0007170	atresia of external auditory canal and conductive deafness	0.613	0.543	0.886	85	0.868	5	4
MONDO:0007171	atrial standstill 1	0.621					5	0
MONDO:0007172	atrial heart septal defect 1	0.344					1	0
MONDO:0007173	atrial heart septal defect 7	0.616	0.306	0.497	41	0.454	11	1
MONDO:0007174	Lown-Ganong-Levine syndrome	0.684	0.306	0.448	44	0.444	11	1
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	0.548	0.356	0.649	53	0.589	3	1
MONDO:0007177	Auriculoosteodysplasia	0.687	0.624	0.907	97	0.939	11	8
MONDO:0007178	Aurocephalosyndactyly	0.551	0.511	0.927	92	0.924	6	5
MONDO:0007179	hypersensitivity reaction type II disease	0.373	0.286	0.767	70	0.734	2	1
MONDO:0007180	Axenfeld-Rieger anomaly with Partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	0.733	0.709	0.968	89	0.929	24	16
MONDO:0007181	axial osteomalacia	0.585	0.503	0.86	81	0.835	7	6
MONDO:0007182	Machado-Joseph disease	0.821	0.724	0.882	78	0.831	73	29
MONDO:0007183	Azotemia, familial	0.256					1	0
MONDO:0007184	AGA1	0.339					1	0
MONDO:0007185	Banki syndrome	0.495	0.459	0.927	97	0.948	6	4
MONDO:0007186	gastroesophageal reflux disease	0.831	0.79	0.95	89	0.92	93	51
MONDO:0007187	nevoid basal cell carcinoma syndrome	0.848	0.793	0.935	89	0.913	88	49
MONDO:0007188	primary basilar invagination	0.729	0.539	0.739	73	0.735	13	6
MONDO:0007190	leukemia, chronic lymphocytic, susceptibility to, 2	0.412					1	0
MONDO:0007191	Behcet's syndrome	0.886	0.802	0.906	82	0.863	180	91
MONDO:0007193	primary biliary cholangitis 1	0.39					1	0
MONDO:0007194	familial bicuspid aortic valve	0.666	0.475	0.714	78	0.747	12	4
MONDO:0007195	bifid nose, autosomal dominant	0.496	0.496	1	100	1	4	4
MONDO:0001187	urinary bladder cancer	0.844	0.796	0.944	93	0.937	100	52
MONDO:0007197	bladder diverticulum (disease)	0.696	0.532	0.765	74	0.753	8	4
MONDO:0007198	Ascher syndrome	0.746	0.643	0.862	83	0.846	14	10
MONDO:0007199	blepharochalasis, superior	0.475					1	0
MONDO:0007200	Blepharonasofacial malformation syndrome	0.757	0.701	0.926	87	0.898	29	20
MONDO:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	0.735	0.704	0.958	90	0.929	24	20
MONDO:0007202	blepharoptosis-myopia-ectopia lentis syndrome	0.74	0.686	0.928	97	0.949	12	9
MONDO:0007203	blue rubber bleb nevus	0.747	0.631	0.844	73	0.787	24	12
MONDO:0007204	Cole-Carpenter syndrome 1	0.716	0.567	0.792	78	0.786	13	8
MONDO:0007205	diaphyseal medullary stenosis-bone malignancy syndrome	0.805	0.697	0.866	80	0.833	21	11
MONDO:0007206	bone pain, periodic	0.372	0.372	1	100	1	1	1
MONDO:0007207	BC6C6k syndrome	0.616	0.596	0.967	99	0.978	9	8
MONDO:0007208	Boomerang dysplasia	0.785	0.738	0.94	86	0.9	27	13
MONDO:0007209	Weismann-Netter syndrome	0.716	0.701	0.98	94	0.96	20	12
MONDO:0007210	Brachmann-de Lange-like facial changes with microcephaly, Metatarsus Adductus, and developmental delay	0.571	0.233	0.409	29	0.349	6	3
MONDO:0007211	brachydactyly-arterial hypertension syndrome	0.48	0.465	0.97	99	0.98	6	5
MONDO:0007212	brachydactyly-long thumb syndrome	0.362	0.362	1	100	1	3	3
MONDO:0007213	Ballard syndrome	0.679	0.679	1	100	1	11	10
MONDO:0007214	brachydactyly-preaxial hallux varus syndrome	0.699	0.691	0.988	97	0.979	18	14
MONDO:0007215	brachydactyly type A1	0.699	0.699	1	97	0.985	28	22
MONDO:0007216	brachydactyly type A2	0.697	0.697	1	98	0.99	21	17
MONDO:0007217	brachydactyly type A3	0.568	0.472	0.832	80	0.816	4	3
MONDO:0007218	brachydactyly type A4	0.662	0.631	0.952	95	0.951	8	7
MONDO:0007219	brachydactyly type A6	0.697	0.666	0.956	86	0.908	19	12
MONDO:0007220	brachydactyly type B1	0.727	0.695	0.956	94	0.948	20	13
MONDO:0007221	brachydactyly type C	0.708	0.708	1	97	0.985	41	28
MONDO:0007222	brachydactyly type D	0.553	0.52	0.94	93	0.935	3	2
MONDO:0007223	brachydactyly type E1	0.679	0.635	0.935	96	0.948	9	7
MONDO:0007224	brachydactyly, type E, with atrial septal defect, Type 2	0.562	0.482	0.858	82	0.839	6	4
MONDO:0007225	fibular aplasia-ectrodactyly syndrome	0.573	0.541	0.944	99	0.967	8	6
MONDO:0007226	brachydactyly-nystagmus-cerebellar ataxia syndrome	0.498	0.448	0.899	97	0.934	7	4
MONDO:0007227	Sillence syndrome	0.754	0.725	0.963	94	0.951	31	19
MONDO:0007228	brachymesomelia-renal syndrome	0.717	0.535	0.746	75	0.748	13	7
MONDO:0007229	Brachymetatarsus 4	0.485	0.485	1	100	1	2	2
MONDO:0007230	Brachymorphism-onychodysplasia-dysphalangism syndrome	0.772	0.738	0.957	97	0.963	44	33
MONDO:0007231	brachytelephalangy-dysmorphism-Kallmann syndrome	0.737	0.724	0.983	97	0.976	22	18
MONDO:0007232	autosomal dominant brachyolmia	0.704	0.668	0.949	91	0.93	17	11
MONDO:0007233	second branchial cleft anomaly	0.282	0.282	1	100	1	1	1
MONDO:0007234	branchial myoclonus with spastic paraparesis and cerebellar ataxia	0.602	0.413	0.687	60	0.643	6	1
MONDO:0007235	branchiooculofacial syndrome	0.914	0.871	0.954	94	0.947	88	62
MONDO:0007236	branchiootorenal syndrome 1	0.799	0.756	0.946	90	0.923	34	19
MONDO:0007237	familial juvenile hypertrophy of the breast	0.235	0.235	1	100	1	1	1
MONDO:0007238	BNAH1	0.515	0.515	1	100	1	3	3
MONDO:0007239	epidermolytic hyperkeratosis	0.758	0.49	0.646	71	0.678	19	5
MONDO:0007240	bundle branch block	0.672	0.399	0.593	54	0.567	8	2
MONDO:0007241	bundle branch block, familial isolated complete right	0.411					1	0
MONDO:0007243	Burkitts lymphoma	0.895	0.793	0.886	73	0.808	95	53
MONDO:0007244	Caffey disease	0.774	0.715	0.923	82	0.871	35	21
MONDO:0007245	neurofibromatosis type 6	0.427	0.4	0.935	86	0.898	2	1
MONDO:0007246	calcific aortic disease with immunologic abnormalities, familial	0.502	0.375	0.746	75	0.748	4	1
MONDO:0007247	basal ganglia calcification, idiopathic, childhood-onset	0.743	0.57	0.766	72	0.743	16	10
MONDO:0007248	hereditary painful callosities	0.496	0.243	0.49	41	0.45	3	2
MONDO:0007249	Camptobrachydactyly	0.714	0.6	0.84	87	0.855	14	9
MONDO:0007250	camptodactyly of fingers	0.531	0.455	0.858	78	0.819	3	1
MONDO:0007251	campomelic dysplasia	0.827	0.771	0.932	86	0.896	67	46
MONDO:0007252	Gordon syndrome	0.739	0.693	0.938	85	0.894	37	23
MONDO:0007253	cancer, familial, with 1N Vitro Radioresistance	0.217	0.217	1	100	1	1	1
MONDO:0016419	hereditary breast carcinoma	0.374	0.374	1	100	1	1	1
MONDO:0005008	colorectal adenocarcinoma	0.555	0.406	0.731	74	0.735	5	1
MONDO:0007256	hepatocellular carcinoma	0.893	0.83	0.929	81	0.869	138	85
MONDO:0007257	CANDF1	0.565	0.404	0.715	59	0.652	6	1
MONDO:0007258	canine teeth, absence of upper permanent	0.279	0.279	1	100	1	1	1
MONDO:0007259	craniofaciofrontodigital syndrome	0.816	0.792	0.971	96	0.965	46	36
MONDO:0007260	Car factor deficiency	0.268	0.268	1	100	1	1	1
MONDO:0007261	Carabelli anomaly of maxillary molar teeth	0.279	0.279	1	100	1	1	1
MONDO:0006689	carcinoid syndrome	0.451					1	0
MONDO:0007263	cardiac rhythm disease	0.519	0.1	0.192	0	0.096	3	1
MONDO:0007264	sudden cardiac arrest	0.442	0.385	0.871	73	0.801	3	2
MONDO:0007265	cardiofaciocutaneous syndrome 1	0.85	0.813	0.956	95	0.953	73	52
MONDO:0007266	hypertrophic cardiomyopathy 2	0.376					1	0
MONDO:0007267	hypertrophic cardiomyopathy 3	0.376					1	0
MONDO:0007268	hypertrophic cardiomyopathy 4	0.376					1	0
MONDO:0007269	dilated cardiomyopathy 1A	0.527	0.338	0.642	56	0.601	6	1
MONDO:0007270	cardiomyopathy, familial restrictive, 1	0.447					2	0
MONDO:0007271	familial cutaneous collagenoma	0.759	0.467	0.615	59	0.602	15	3
MONDO:0007272	hereditary hypercarotenemia and vitamin a deficiency	0.467	0.162	0.346	24	0.293	2	1
MONDO:0007273	paragangliomas 4	0.746	0.528	0.709	70	0.704	16	4
MONDO:0007274	carpal displacement	0.123	0.123	1	0	0.5	1	1
MONDO:0007275	carpal tunnel syndrome	0.852	0.816	0.958	91	0.934	80	45
MONDO:0007276	cat-eye syndrome	0.769	0.681	0.885	84	0.862	31	22
MONDO:0007277	cataract-aberrant oral frenula-growth delay syndrome	0.743	0.628	0.846	80	0.823	18	11
MONDO:0007278	cataract 32 multiple types	0.43					1	0
MONDO:0007279	cataract 7	0.402	0.359	0.892	77	0.831	2	1
MONDO:0007280	cataract 8 multiple types	0.452	0.431	0.953	97	0.962	3	2
MONDO:0007281	cataract 4 multiple types	0.385					1	0
MONDO:0007282	cataract 29	0.312	0.312	1	100	1	1	1
MONDO:0007283	cataract 42	0.42	0.356	0.848	74	0.794	3	1
MONDO:0007284	cataract 20 multiple types	0.485					1	0
MONDO:0007285	cataract 1 multiple types	0.541	0.475	0.878	93	0.904	5	2
MONDO:0007286	cataract 30	0.561	0.451	0.804	78	0.792	3	1
MONDO:0007287	cataract 41	0.43	0.409	0.951	96	0.956	2	1
MONDO:0007288	cataract 6 multiple types	0.561	0.356	0.635	50	0.567	5	1
MONDO:0007289	cataract 13 with adult i phenotype	0.385					1	0
MONDO:0007290	cataract 5 multiple types	0.535	0.475	0.888	92	0.904	4	2
MONDO:0007291	familial cerebral cavernous malformation	0.788	0.621	0.789	72	0.755	22	9
MONDO:0007292	celiac artery stenosis from compression by median arcuate ligament of diaphragm	0.487	0.322	0.661	42	0.54	2	1
MONDO:0007293	leukocyte adhesion deficiency 1	0.565	0.514	0.908	92	0.914	6	4
MONDO:0007294	central core myopathy	0.714	0.602	0.843	70	0.771	27	11
MONDO:0007295	rolandic epilepsy	0.51					3	0
MONDO:0007296	spinocerebellar ataxia type 31	0.586	0.369	0.631	56	0.595	7	2
MONDO:0007297	ADan amyloidosis	0.63	0.414	0.657	60	0.628	9	3
MONDO:0007298	spinocerebellar ataxia type 29	0.692	0.418	0.604	58	0.592	13	3
MONDO:0007299	Sotos syndrome 1	0.768	0.72	0.937	90	0.919	42	31
MONDO:0007300	cerebral sarcoma	0.375					1	0
MONDO:0007301	Cerebrocostomandibular syndrome	0.835	0.727	0.871	74	0.805	53	32
MONDO:0007302	cervical hypertrichosis with Underlying kyphoscoliosis	0.619					5	0
MONDO:0007303	cervical rib	0.433	0.1	0.231	0	0.115	2	1
MONDO:0007304	cervical vertebral Bridge	0.226	0.226	1	100	1	1	1
MONDO:0007305	cervical vertebral dysplasia (disease)	0.57					3	0
MONDO:0007306	Klippel-Feil syndrome 1, autosomal dominant	0.76	0.727	0.957	85	0.904	19	14
MONDO:0007307	Charcot-Marie-tooth disease type 1B	0.726	0.499	0.687	58	0.634	20	5
MONDO:0007308	Charcot-Marie-tooth disease type 2A1	0.681	0.478	0.703	62	0.661	14	4
MONDO:0007309	Charcot-Marie-tooth disease type 1A	0.703	0.522	0.742	61	0.676	20	6
MONDO:0007310	Charcot-Marie-tooth disease, Guadalajara neuronal type	0.772	0.629	0.815	73	0.772	24	9
MONDO:0007311	Charcot-Marie-tooth disease type 1E	0.669	0.499	0.746	75	0.748	13	5
MONDO:0007312	Charcot-Marie-tooth disease with ptosis and parkinsonism	0.761	0.655	0.861	77	0.815	26	9
MONDO:0007313	cheilitis glandularis	0.504	0.466	0.924	96	0.942	6	4
MONDO:0007314	chemodectoma, Intraabdominal, with cutaneous angiolipomas	0.602					3	0
MONDO:0007315	cherubism	0.837	0.753	0.9	84	0.87	49	35
MONDO:0007316	Arnold-Chiari malformation type i	0.796	0.749	0.94	75	0.845	49	17
MONDO:0007317	Chlorpropamide-alcohol flushing	0.473	0.473	1	100	1	1	1
MONDO:0016862	Alagille syndrome due to a JAG1 point mutation	0.827	0.746	0.901	77	0.836	45	22
MONDO:0007319	familial calcium pyrophosphate deposition	0.707	0.503	0.711	68	0.695	12	7
MONDO:0007320	chondrocalcinosis due to Apatite crystal deposition	0.651					6	0
MONDO:0007321	autosomal dominant chondrodysplasia punctata	0.763	0.645	0.844	90	0.872	13	8
MONDO:0007322	chondrodysplasia punctata, tibial-metacarpal type	0.693	0.646	0.932	95	0.941	11	8
MONDO:0021011	Hereditary Progressive Chorea Without Dementia	0.431	0.353	0.82	79	0.805	5	3
MONDO:0007325	choreoathetosis, familial inverted	0.568	0.384	0.676	62	0.648	6	4
MONDO:0007326	paroxysmal nonkinesigenic dyskinesia 1	0.613	0.52	0.849	86	0.855	7	4
MONDO:0007327	chylomicronemia, familial, due to Circulating inhibitor of lipoprotein lipase	0.484	0.458	0.946	92	0.933	4	3
MONDO:0007328	choroidal Osteoma, bilateral	0.399	0.201	0.503	40	0.451	3	2
MONDO:0021025	cirrhosis, familial, with antigenemia	0.517					3	0
MONDO:0007330	congenital pseudoarthrosis of clavicle	0.603	0.445	0.737	64	0.689	7	4
MONDO:0007331	cleft chin	0.489	0.489	1	100	1	1	1
MONDO:0007332	SHFLD1	0.704	0.658	0.935	97	0.953	10	7
MONDO:0007333	van der Woude syndrome 1	0.55	0.416	0.757	71	0.733	5	3
MONDO:0007334	autosomal dominant popliteal pterygium syndrome	0.783	0.699	0.892	77	0.831	34	21
MONDO:0007335	OFC1	0.368	0.368	1	100	1	2	2
MONDO:0007336	isolated cleft palate	0.573	0.548	0.956	95	0.953	7	6
MONDO:0007337	cleft palate-lateral synechia syndrome	0.592	0.497	0.839	77	0.805	8	7
MONDO:0007338	cleft soft palate	0.421					1	0
MONDO:0007339	Blepharo-cheilo-odontic syndrome	0.71	0.683	0.962	89	0.926	17	13
MONDO:0007340	cleidocranial dysplasia	0.814	0.812	0.997	96	0.979	103	82
MONDO:0007341	cleidorhizomelic syndrome	0.56	0.48	0.857	90	0.879	6	3
MONDO:0007342	clubfoot	0.828	0.769	0.928	83	0.879	68	35
MONDO:0007343	isolated congenital digital clubbing	0.385	0.385	1	100	1	1	1
MONDO:0007344	cluster headache, familial	0.624	0.47	0.753	63	0.692	7	5
MONDO:0007345	aorta coarctation	0.782	0.705	0.901	80	0.85	53	22
MONDO:0007346	cochleosaccular degeneration-cataract syndrome	0.563	0.296	0.526	54	0.533	8	4
MONDO:0007347	CXB3S	0.365					1	0
MONDO:0007349	familial cold autoinflammatory syndrome 1	0.569	0.443	0.778	80	0.789	7	4
MONDO:0007350	coloboma, ocular, autosomal dominant	0.487					1	0
MONDO:0007351	coloboma of macula	0.494					1	0
MONDO:0007352	renal coloboma syndrome	0.783	0.716	0.915	81	0.862	37	21
MONDO:0007353	coloboma of macula-brachydactyly type B syndrome	0.779	0.734	0.943	97	0.956	13	10
MONDO:0007354	coloboma of optic nerve (disease)	0.469	0.392	0.835	74	0.788	2	1
MONDO:0007355	uveal coloboma-cleft lip and palate-intellectual disability	0.717	0.662	0.923	93	0.927	19	12
MONDO:0007356	Lynch syndrome 1	0.378	0.378	1	100	1	1	1
MONDO:0007357	colonic varices without portal hypertension	0.514	0.382	0.743	57	0.657	2	1
MONDO:0007358	Comedones, familial Dyskeratotic	0.162	0.162	1	100	1	1	1
MONDO:0007359	commissural 51P pits	0.493	0.493	1	100	1	2	2
MONDO:0007360	branchiootic syndrome 2	0.526	0.526	1	100	1	4	4
MONDO:0007361	C1 inhibitor deficiency	0.466					3	0
MONDO:0007362	cone-rod dystrophy 2	0.607	0.528	0.869	92	0.894	8	5
MONDO:0007363	congenital contractural arachnodactyly	0.813	0.767	0.943	86	0.901	43	17
